id,original_text,text_final,ulasan_cleaned,decision,Label,confidence,suspicion_score
92,terimaksih paketnya sudah mndarat dengan baik tidak ada lecet sedikit pun peking bagus mksh semoga cocok 😁🥰,terimaksih paketnya sudah mndarat dengan baik tidak ada lecet sedikit pun peking bagus mksh semoga cocok 😁🥰,terimaksih paketnya sudah mndarat dengan baik tidak ada lecet sedikit pun peking bagus mksh semoga cocok,Fake,Real,0.813,4.25
93,bahan: lembut manfaat produk: mecerahkan jenis kulit: normal semoga cocok,bahan: lembut manfaat produk: mecerahkan jenis kulit: normal semoga cocok,bahan: lembut manfaat produk: mecerahkan jenis kulit: normal semoga cocok,Fake,Real,0.806,4.11
94,"barang sesuai pesanan,pengemasan produk bagus","barang sesuai pesanan,pengemasan produk bagus",barang sesuai pesanan,Real,Fake,0.9,1.0
102,baru beli semoga cocok kalo cocok auto langganan🫶🫶,baru beli semoga cocok kalo cocok auto langganan🫶🫶,baru beli semoga cocok kalo cocok auto langganan,Fake,Real,0.809,4.17
105,sdh.lengkap bagus...belum d coba semoga cocok,sdh.lengkap bagus...belum d coba semoga cocok,sdh.lengkap bagus...belum d coba semoga cocok,Fake,Real,0.818,4.35
107,"barang datang sesuai pesanan, toko amanah pengiriman sangat cepat peking juga rapih, gx nyesel suka beli di toko ini terus.","barang datang sesuai pesanan, toko amanah pengiriman sangat cepat peking juga rapih, gx nyesel suka beli di toko ini terus.",barang datang sesuai pesanan,Fake,Real,0.761,3.22
114,paket datanh sesuai pesanan dan cepat pertama coba semoga cocok thanks seller and tiktok 🤗,paket datanh sesuai pesanan dan cepat pertama coba semoga cocok thanks seller and tiktok 🤗,paket datanh sesuai pesanan dan cepat pertama coba semoga cocok thanks seller and tiktok,Fake,Real,0.811,4.23
116,"pengiriman cepat packing aman,, baru pertama kali coba semoga cocok👍🏻👍🏻","pengiriman cepat packing aman,, baru pertama kali coba semoga cocok👍🏻👍🏻",pengiriman cepat packing aman,Fake,Real,0.811,4.23
120,"sudah pembelian k2, barang sesuai, pengiriman cepat, terimakasih seller dan pak kurir","sudah pembelian k2, barang sesuai, pengiriman cepat, terimakasih seller dan pak kurir",sudah pembelian k2,Real,Fake,1.0,0.0
124,"pengiriman relatif cepat, dan barang seperti yg digambar","pengiriman relatif cepat, dan barang seperti yg digambar",pengiriman relatif cepat,Real,Fake,1.0,0.0
126,"pengiriman cepat, produk sesuai dgn yg dipesan, kurirnya juga ramah & amanah","pengiriman cepat, produk sesuai dgn yg dipesan, kurirnya juga ramah & amanah",pengiriman cepat,Real,Fake,1.0,0.0
137,"baru mau nyoba produk yg kata nya best, semoga cocok dikulit aku","baru mau nyoba produk yg kata nya best, semoga cocok dikulit aku",baru mau nyoba produk yg kata nya best,Fake,Real,0.807,4.13
141,"pengiriman cepat, bagus untuk mencerahkan wajah, semoga tokonya selalu amanah","pengiriman cepat, bagus untuk mencerahkan wajah, semoga tokonya selalu amanah",pengiriman cepat,Real,Fake,1.0,0.0
145,"aman aman, lengkap juga seperti di foto, makasih","aman aman, lengkap juga seperti di foto, makasih",aman aman,Real,Fake,1.0,0.0
156,"alhamdulillah barang udh dateng kemasan rapi dan abang kurir yg ramah,tapi blum dicoba produknya,semoga cocok","alhamdulillah barang udh dateng kemasan rapi dan abang kurir yg ramah,tapi blum dicoba produknya,semoga cocok",alhamdulillah barang udh dateng kemasan rapi dan abang kurir yg ramah,Fake,Real,0.814,4.28
160,"terimakasih, paketan nya sudah tiba. masih segel.","terimakasih, paketan nya sudah tiba. masih segel.",terimakasih,Real,Fake,1.0,0.0
163,pertama kali pake g2g semoga cocok di kulit aku,pertama kali pake g2g semoga cocok di kulit aku,pertama kali pake g2g semoga cocok di kulit aku,Fake,Real,0.8,4.0
166,"barang bagus, sesuai di gambar sagat bagus","barang bagus, sesuai di gambar sagat bagus",barang bagus,Real,Fake,1.0,0.0
167,terimakasih paketnya sudah datang dengan baik. semoga cocok diaku karna baru pertama pake,terimakasih paketnya sudah datang dengan baik. semoga cocok diaku karna baru pertama pake,terimakasih paketnya sudah datang dengan baik. semoga cocok diaku karna baru pertama pake,Fake,Real,0.803,4.07
168,"setelah sekian lama menanti akhirnya dtng juga,, semoga cocok di akuh, kurirnya ramah","setelah sekian lama menanti akhirnya dtng juga,, semoga cocok di akuh, kurirnya ramah",setelah sekian lama menanti akhirnya dtng juga,Fake,Real,0.807,4.13
174,perdana nyobain wangiiiiiii bangettt... hasilnya mmg belum kliatan tpi berasa beda kok..,perdana nyobain wangiiiiiii bangettt... hasilnya mmg belum kliatan tpi berasa beda kok..,perdana nyobain wangiiiiiii bangettt... hasilnya mmg belum kliatan tpi berasa beda kok..,Fake,Real,0.895,5.9
175,"alhamdulillah cocok, bekas jerawat memudar, makasih","alhamdulillah cocok, bekas jerawat memudar, makasih",alhamdulillah cocok,Real,Fake,1.0,0.0
177,"barang sdh di terima, baru mulai pakai semoga cocok","barang sdh di terima, baru mulai pakai semoga cocok",barang sdh di terima,Fake,Real,0.803,4.06
178,"alhmdulillah barang nya udah sampai,semoga cocok💗","alhmdulillah barang nya udah sampai,semoga cocok💗",alhmdulillah barang nya udah sampai,Fake,Real,0.803,4.07
180,sesuai deskripsi semoga cocok di kulit ku,sesuai deskripsi semoga cocok di kulit ku,sesuai deskripsi semoga cocok di kulit ku,Fake,Real,0.805,4.09
195,"bagus bangett sesuii,,tapii facial wash nyaa setengahh pdhll belum d pkee,,tapi gapapa lahh sukakk bangett 🥰🥰","bagus bangett sesuii,,tapii facial wash nyaa setengahh pdhll belum d pkee,,tapi gapapa lahh sukakk bangett 🥰🥰",bagus bangett sesuii,Real,Fake,1.0,0.0
201,"produk sesuai pesanan,smoga cocok di wajahku","produk sesuai pesanan,smoga cocok di wajahku",produk sesuai pesanan,Real,Fake,1.0,0.0
210,baru smpe kk paket nya maksih semoga cocok kk d muka ku baru mau pake,baru smpe kk paket nya maksih semoga cocok kk d muka ku baru mau pake,baru smpe kk paket nya maksih semoga cocok kk d muka ku baru mau pake,Fake,Real,0.803,4.06
211,"terimakasih paketnya sudah ada,pertamakali paket semoga cocok🙏😇😇","terimakasih paketnya sudah ada,pertamakali paket semoga cocok🙏😇😇",terimakasih paketnya sudah ada,Fake,Real,0.815,4.29
213,"baru pertama pakai skincare , semoga cocok","baru pertama pakai skincare , semoga cocok",baru pertama pakai skincare,Fake,Real,0.803,4.05
217,"terimakasih,alhamdulillah pengiriman ny cepat,,mantap..👍👍","terimakasih,alhamdulillah pengiriman ny cepat,,mantap..👍👍",terimakasih,Real,Fake,0.9,1.0
222,"paketnya udah sampee,tp yg 2 gak kepoto,karna udah dibawa sama anakk,mudah2n cocok untuk anak ku","paketnya udah sampee,tp yg 2 gak kepoto,karna udah dibawa sama anakk,mudah2n cocok untuk anak ku",paketnya udah sampee,Real,Fake,1.0,0.0
223,barang nya udah mendarat dengan baik baru pertama nyoba semoga cocok dengan kulit ku,barang nya udah mendarat dengan baik baru pertama nyoba semoga cocok dengan kulit ku,barang nya udah mendarat dengan baik baru pertama nyoba semoga cocok dengan kulit ku,Fake,Real,0.805,4.09
225,bagus produk origional semoga cocok 🤲🥰,bagus produk origional semoga cocok 🤲🥰,bagus produk origional semoga cocok,Fake,Real,0.809,4.19
231,"udah cocok, gk mau ganti ke lain lagi","udah cocok, gk mau ganti ke lain lagi",udah cocok,Real,Fake,1.0,0.0
232,"manfaat produk: mencerahkan jenis kulit: kombinasi inieh baguss sekaliii cock dimulai aku, makasiii hhiiii 😍😍😍","manfaat produk: mencerahkan jenis kulit: kombinasi inieh baguss sekaliii cock dimulai aku, makasiii hhiiii 😍😍😍",manfaat produk: mencerahkan jenis kulit: kombinasi inieh baguss sekaliii cock dimulai aku,Fake,Real,0.95,10.18
239,alhamdulillah sampe amanah semoga cocok cepet sampai nya,alhamdulillah sampe amanah semoga cocok cepet sampai nya,alhamdulillah sampe amanah semoga cocok cepet sampai nya,Fake,Real,0.814,4.27
241,"sudah datang paket nya aku baru mau nyoba semoga cocok, kalo cocok di aku order balik thanks [drool]","sudah datang paket nya aku baru mau nyoba semoga cocok, kalo cocok di aku order balik thanks [drool]",sudah datang paket nya aku baru mau nyoba semoga cocok,Fake,Real,0.806,4.11
243,alhamdulillah paketnya samapinya tidak lama semoga cocok dimuka aku,alhamdulillah paketnya samapinya tidak lama semoga cocok dimuka aku,alhamdulillah paketnya samapinya tidak lama semoga cocok dimuka aku,Fake,Real,0.799,3.98
244,"pket y dah smpe , semoga cocok dengn produk glad2glow, sesuai degan yg d pesen","pket y dah smpe , semoga cocok dengn produk glad2glow, sesuai degan yg d pesen",pket y dah smpe,Fake,Real,0.803,4.06
246,baru dicoba semoga cocok diwajah anak gadis qu. trimakasih barang lengkap. cepat datang nya. kurir ramaj,baru dicoba semoga cocok diwajah anak gadis qu. trimakasih barang lengkap. cepat datang nya. kurir ramaj,baru dicoba semoga cocok diwajah anak gadis qu. trimakasih barang lengkap. cepat datang nya. kurir ramaj,Fake,Real,0.802,4.04
251,"sesuai, ori","sesuai, ori",sesuai,Real,Fake,0.9,1.0
253,👍🏻👍🏻👍🏻👍🏻,👍🏻👍🏻👍🏻👍🏻,,Real,Fake,0.9,1.0
254,semoga cocok aku pemakaian prtama,semoga cocok aku pemakaian prtama,semoga cocok aku pemakaian prtama,Fake,Real,0.845,4.9
268,"brang sudah di kirim dengan cepat, mkasih semoga cocok 🥰","brang sudah di kirim dengan cepat, mkasih semoga cocok 🥰",brang sudah di kirim dengan cepat,Fake,Real,0.807,4.13
271,"bahan: cair, halus manfaat produk: cocok untuk kulit jenis kulit: cocok sekali dikulit ku","bahan: cair, halus manfaat produk: cocok untuk kulit jenis kulit: cocok sekali dikulit ku",bahan: cair,Real,Fake,1.0,0.0
278,"pengiriman cepat,barang tidak ada yang rusak, sangat baik, dan produk ny emng se bagus itu , aku sampai udh beli beberapa kali emng mantul buat mencerahkan 👍🏻","pengiriman cepat,barang tidak ada yang rusak, sangat baik, dan produk ny emng se bagus itu , aku sampai udh beli beberapa kali emng mantul buat mencerahkan 👍🏻",pengiriman cepat,Real,Fake,1.0,0.0
281,"mksih,, sesuai,, q suka,, ma'af baru kasih bintang, ☺️ byarlh bintang yg mnilaixa☺️","mksih,, sesuai,, q suka,, ma'af baru kasih bintang, ☺️ byarlh bintang yg mnilaixa☺️",mksih,Real,Fake,1.0,0.0
288,"manfaat produk: melembabkan, mencerahkan, bikin glowing jenis kulit: normal bahan: baguss","manfaat produk: melembabkan, mencerahkan, bikin glowing jenis kulit: normal bahan: baguss",manfaat produk: melembabkan,Real,Fake,1.0,0.0
295,"sesuai pesanan,, ngk ada yg bocor atau gmna, smua nya aman,,","sesuai pesanan,, ngk ada yg bocor atau gmna, smua nya aman,,",sesuai pesanan,Real,Fake,1.0,0.0
297,paket sudah sampai dg aman dan cepat...semoga cocok dg produknya.. trimakasih tokopedia jg ban kurir,paket sudah sampai dg aman dan cepat...semoga cocok dg produknya.. trimakasih tokopedia jg ban kurir,paket sudah sampai dg aman dan cepat...semoga cocok dg produknya.. trimakasih tokopedia jg ban kurir,Fake,Real,0.803,4.06
305,"bagusss bgtttt akuuu sukaaa, dikulitttakuu jugaa cocokk mantepp bgtt glad2gloww","bagusss bgtttt akuuu sukaaa, dikulitttakuu jugaa cocokk mantepp bgtt glad2gloww",bagusss bgtttt akuuu sukaaa,Fake,Real,0.95,10.1
306,bahan: baik manfaat produk: kata nya si buat mencerahkan kan jenis kulit: semoga cocok,bahan: baik manfaat produk: kata nya si buat mencerahkan kan jenis kulit: semoga cocok,bahan: baik manfaat produk: kata nya si buat mencerahkan kan jenis kulit: semoga cocok,Fake,Real,0.805,4.11
313,"barang sdh sampai, kurir juga ramah, tapi sayang pengemasan barang kurang rapi, seharusnya di ksh wadah. biar keliatan rapi .jdu barangnya pas di buka. gk berantakan","barang sdh sampai, kurir juga ramah, tapi sayang pengemasan barang kurang rapi, seharusnya di ksh wadah. biar keliatan rapi .jdu barangnya pas di buka. gk berantakan",barang sdh sampai,Real,Fake,0.8,2.0
319,akhirnya paketnya nyampek semoga cocok dgn kulit wajahku,akhirnya paketnya nyampek semoga cocok dgn kulit wajahku,akhirnya paketnya nyampek semoga cocok dgn kulit wajahku,Fake,Real,0.802,4.05
332,paketnya sdh diterima peking bagus semoga cocok dgn produk ini,paketnya sdh diterima peking bagus semoga cocok dgn produk ini,paketnya sdh diterima peking bagus semoga cocok dgn produk ini,Fake,Real,0.803,4.07
337,"barang bagus,packing rapi,pngiriman cepat","barang bagus,packing rapi,pngiriman cepat",barang bagus,Real,Fake,0.9,1.0
339,"kirain ukurannya gede,,ga taunya kecil"" 😪","kirain ukurannya gede,,ga taunya kecil"" 😪",kirain ukurannya gede,Real,Fake,1.0,0.0
348,baguss,baguss,baguss,Real,Fake,0.9,1.0
350,"maaf lupa foto, barang sesuai pesanan, tokoh amanah jgn ragu untuk beli, cocok untuk kulit.terima kasih","maaf lupa foto, barang sesuai pesanan, tokoh amanah jgn ragu untuk beli, cocok untuk kulit.terima kasih",maaf lupa foto,Real,Fake,1.0,0.0
354,"barang sudah di terima,, terima kasih semoga cocok,,","barang sudah di terima,, terima kasih semoga cocok,,",barang sudah di terima,Fake,Real,0.801,4.02
363,packing ok pengiriman ok produk baru mau mencoba semoga cocok makasih kak sudah di terima dengan baik....,packing ok pengiriman ok produk baru mau mencoba semoga cocok makasih kak sudah di terima dengan baik....,packing ok pengiriman ok produk baru mau mencoba semoga cocok makasih kak sudah di terima dengan baik....,Fake,Real,0.802,4.05
369,manfaat produk: semoga cocok jenis kulit: berflekk bahan: bagus,manfaat produk: semoga cocok jenis kulit: berflekk bahan: bagus,manfaat produk: semoga cocok jenis kulit: berflekk bahan: bagus,Fake,Real,0.812,4.23
370,"bagus,kemasan juga rapi,sesuai dg jenis kulitnya","bagus,kemasan juga rapi,sesuai dg jenis kulitnya",bagus,Real,Fake,1.0,0.0
371,terimakasih paket sudah dtg semoga cocok kurir ramah,terimakasih paket sudah dtg semoga cocok kurir ramah,terimakasih paket sudah dtg semoga cocok kurir ramah,Fake,Real,0.805,4.11
376,"pengiriman cepat, pekingnya rapih bgt sampe 3lapis bblecrep keren, sukses seller terimakasih 👍","pengiriman cepat, pekingnya rapih bgt sampe 3lapis bblecrep keren, sukses seller terimakasih 👍",pengiriman cepat,Real,Fake,1.0,0.0
378,barang ny sesuai deskripsi ok sblm ny ud pake cma beli ny gk di toko ini hehe.....semoga bisa jd langganan ya makasih,barang ny sesuai deskripsi ok sblm ny ud pake cma beli ny gk di toko ini hehe.....semoga bisa jd langganan ya makasih,barang ny sesuai deskripsi ok sblm ny ud pake cma beli ny gk di toko ini hehe.....semoga bisa jd langganan ya makasih,Fake,Real,0.914,6.28
384,"baru pertama kali coba semoga cocok, packing semua rapi bagus dan tiba tepat waktu","baru pertama kali coba semoga cocok, packing semua rapi bagus dan tiba tepat waktu",baru pertama kali coba semoga cocok,Fake,Real,0.812,4.24
386,produknya ori dan bagus bngtttttt ak suka tokonya amanah next order lagi 😙,produknya ori dan bagus bngtttttt ak suka tokonya amanah next order lagi 😙,produknya ori dan bagus bngtttttt ak suka tokonya amanah next order lagi,Fake,Real,0.9,5.99
398,bagus produknya ori,bagus produknya ori,bagus produknya ori,Real,Fake,0.9,1.0
401,"cepat sekali sampenya, batang lengkap, makasi seller.","cepat sekali sampenya, batang lengkap, makasi seller.",cepat sekali sampenya,Real,Fake,1.0,0.0
404,"sesuai ekspektasi, pengiriman nya juga cepat 👍","sesuai ekspektasi, pengiriman nya juga cepat 👍",sesuai ekspektasi,Real,Fake,1.0,0.0
409,"produk langganan aku, yg bikin kulit cerah dan sehat😍😍","produk langganan aku, yg bikin kulit cerah dan sehat😍😍",produk langganan aku,Real,Fake,1.0,0.0
410,sesuai banget ..perdana pakek semoga cocok,sesuai banget ..perdana pakek semoga cocok,sesuai banget ..perdana pakek semoga cocok,Fake,Real,0.81,4.2
422,"puas buangett kakk,87k an udah dapet pcs, dteng nya juga cepet, gaak ada mines nya sama sekali, pokoknya luvluv deh buat tokonyaa😃😃","puas buangett kakk,87k an udah dapet pcs, dteng nya juga cepet, gaak ada mines nya sama sekali, pokoknya luvluv deh buat tokonyaa😃😃",puas buangett kakk,Real,Fake,1.0,0.0
425,"pengiriman aman cepat sampai, first time coba g2g semoga cocok ya next kalo cocok aku pasti balik order lagi","pengiriman aman cepat sampai, first time coba g2g semoga cocok ya next kalo cocok aku pasti balik order lagi",pengiriman aman cepat sampai,Fake,Real,0.801,4.02
430,"paket sudah dateng,semoga cocok dikulitkuu 🫶🏻","paket sudah dateng,semoga cocok dikulitkuu 🫶🏻",paket sudah dateng,Fake,Real,0.802,4.04
431,"alhamdulillah paket datang dengan kondisi baik, barang sesuai pesanan, baru coba sepakat gini, bismillah semoga cocok 🤗","alhamdulillah paket datang dengan kondisi baik, barang sesuai pesanan, baru coba sepakat gini, bismillah semoga cocok 🤗",alhamdulillah paket datang dengan kondisi baik,Fake,Real,0.808,4.15
432,pecah,pecah,pecah,Fake,Real,0.95,7.24
437,"maaf baru kasih ulasan, barang nyampe dengan slamat karena packingnya rapi, semoga cocok dan ada hasil dikulit aku, buat toko slalu amanah, buat kurir slalu ramah","maaf baru kasih ulasan, barang nyampe dengan slamat karena packingnya rapi, semoga cocok dan ada hasil dikulit aku, buat toko slalu amanah, buat kurir slalu ramah",maaf baru kasih ulasan,Fake,Real,0.813,4.27
439,"cocok d kulit, menghilangkan flek2 hitam d wajah, mencerah kan wajah kusam","cocok d kulit, menghilangkan flek2 hitam d wajah, mencerah kan wajah kusam",cocok d kulit,Real,Fake,1.0,0.0
441,bahan: lembut dingin,bahan: lembut dingin,bahan: lembut dingin,Real,Fake,0.9,1.0
455,alhamdulillah nyampe baru mau nyoba semoga cocok dan alhamdulillah sabun nya udh pemakaian 1 buln alhamdulillah cocok,alhamdulillah nyampe baru mau nyoba semoga cocok dan alhamdulillah sabun nya udh pemakaian 1 buln alhamdulillah cocok,alhamdulillah nyampe baru mau nyoba semoga cocok dan alhamdulillah sabun nya udh pemakaian 1 buln alhamdulillah cocok,Fake,Real,0.799,3.98
456,"mantul semua aman, sesuai yg d harap kan, 🥰neks order lgi klu udh abis🥰","mantul semua aman, sesuai yg d harap kan, 🥰neks order lgi klu udh abis🥰",mantul semua aman,Real,Fake,1.0,0.0
466,"pokoknya dah jadi langganan kalo abis pasti co nya di sini karna gak pernah mengecewakan juga akun g2g asli, timaaciiiiii sellerrrr dan kurirrr🥰🥰🥰🥰","pokoknya dah jadi langganan kalo abis pasti co nya di sini karna gak pernah mengecewakan juga akun g2g asli, timaaciiiiii sellerrrr dan kurirrr🥰🥰🥰🥰",pokoknya dah jadi langganan kalo abis pasti co nya di sini karna gak pernah mengecewakan juga akun g2g asli,Fake,Real,0.95,11.81
472,facial wash isi ny cuma setengahhhh tempat nya aja yang gedeeeee,facial wash isi ny cuma setengahhhh tempat nya aja yang gedeeeee,facial wash isi ny cuma setengahhhh tempat nya aja yang gedeeeee,Fake,Real,0.903,6.06
475,"mantep banget produknya,,cocok diwajah istriku❤️❤️","mantep banget produknya,,cocok diwajah istriku❤️❤️",mantep banget produknya,Real,Fake,0.9,1.0
487,"sesuai pesanan, warna sesuai kurir langganan, pengiriman cepat buat jahitan oke bgt dijahit rapi dan diobras juga tapi buat kain menurut ku lumayan tipis sih, tapi sesuai...","sesuai pesanan, warna sesuai kurir langganan, pengiriman cepat buat jahitan oke bgt dijahit rapi dan diobras juga tapi buat kain menurut ku lumayan tipis sih, tapi sesuai...",sesuai pesanan,Real,Fake,1.0,0.0
494,"kiriman sesuai, bahan bagus warna: ok semoga pas dipakai anakku. terima kasih seller sukses selalu","kiriman sesuai, bahan bagus warna: ok semoga pas dipakai anakku. terima kasih seller sukses selalu",kiriman sesuai,Real,Fake,1.0,0.0
498,"alhamdulillah, paket sdh sampai ,semoga bermanfaat dan nyaman, awet dipakai, cuma tdk sesuai yg ditawarkan","alhamdulillah, paket sdh sampai ,semoga bermanfaat dan nyaman, awet dipakai, cuma tdk sesuai yg ditawarkan",alhamdulillah,Real,Fake,1.0,0.0
500,"sangat kecewa , tdk sesuai sama yg di foto , barang tipis banget , bisa di kembalikan apa gmn 🙏 penilaian kurang bagus produknya","sangat kecewa , tdk sesuai sama yg di foto , barang tipis banget , bisa di kembalikan apa gmn 🙏 penilaian kurang bagus produknya",sangat kecewa,Real,Fake,1.0,0.0
501,bahanya panas terus kantongnya ga tau dari kain bekas apaan panas polllll,bahanya panas terus kantongnya ga tau dari kain bekas apaan panas polllll,bahanya panas terus kantongnya ga tau dari kain bekas apaan panas polllll,Fake,Real,0.914,6.28
