id,original_text,text_final,ulasan_cleaned,decision,Label,confidence,suspicion_score
7501,"barang bagus sesuai pesanan,jangan ragu ges amanah ni toko mantapp..","barang bagus sesuai pesanan,jangan ragu ges amanah ni toko mantapp..",,Real,Nan,1.0,0.0
6086,enakk di apply cocok buat muka kering udah abis 4 botol,enakk di apply cocok buat muka kering udah abis 4 botol,,Real,Nan,1.0,0.0
2874,selalu langganan beli disini dan alhamdulillah ori ya. pengiriman juga cepet banget,selalu langganan beli disini dan alhamdulillah ori ya. pengiriman juga cepet banget,,Real,Nan,1.0,0.0
3303,"so far so good, but i haven’t tried it yet the product","so far so good, but i haven’t tried it yet the product",,Real,Nan,1.0,0.0
3454,selalu terjamin ori kl beli disni,selalu terjamin ori kl beli disni,,Real,Nan,1.0,0.0
5032,"bahan: txa,a-arbutin,niacinemide manfaat produk: flek hitam jenis kulit: normal","bahan: txa,a-arbutin,niacinemide manfaat produk: flek hitam jenis kulit: normal",,Real,Nan,1.0,0.0
7398,"packing aman, tebal, warna sesuai, berfungsi semua. cuma yang jadi masalah suara bass nya kurang keluar, kurang greget jadinya.. kalo tampilan ok lah.","packing aman, tebal, warna sesuai, berfungsi semua. cuma yang jadi masalah suara bass nya kurang keluar, kurang greget jadinya.. kalo tampilan ok lah.",,Real,Nan,1.0,0.0
2258,"keren, udah 3x cuci ga berbulu, jahitan juga rapih","keren, udah 3x cuci ga berbulu, jahitan juga rapih",,Real,Nan,1.0,0.0
2910,semua ciri2 produk orisinal keceklis sih. efeknya di kulit juga keliatan.,semua ciri2 produk orisinal keceklis sih. efeknya di kulit juga keliatan.,,Real,Nan,1.0,0.0
4187,"kecewa si masa udah satu jam d cash gada bunyinya, dan juga pas tadi baru dateng aku buka udah kotor kaya ada debu trus di tws nya kaya dah rusak bjirr","kecewa si masa udah satu jam d cash gada bunyinya, dan juga pas tadi baru dateng aku buka udah kotor kaya ada debu trus di tws nya kaya dah rusak bjirr",,Real,Nan,1.0,0.0
5583,"aku udah pakai 1 botol serum glow bomb ngaruh bgt di muka kuu, satu botol aja udah buat muka ku jdi glowing, jdi ku co lgi dech","aku udah pakai 1 botol serum glow bomb ngaruh bgt di muka kuu, satu botol aja udah buat muka ku jdi glowing, jdi ku co lgi dech",,Real,Nan,1.0,0.0
2935,puas! botol kedua dari produk ini. toko langganan utk beli the ordinary,puas! botol kedua dari produk ini. toko langganan utk beli the ordinary,,Real,Nan,1.0,0.0
5936,kaget kirain palsu ternyata kemasan baru😭,kaget kirain palsu ternyata kemasan baru😭,,Real,Nan,1.0,0.0
4742,kualitas pengerjaan: baik bahan: worit pengiriman cepat barang sesuai pesanan packing rapi mantap worit poll sudah di coba awalnya bisa kemaren2 sekarang tiba2 ga bisa.,kualitas pengerjaan: baik bahan: worit pengiriman cepat barang sesuai pesanan packing rapi mantap worit poll sudah di coba awalnya bisa kemaren2 sekarang tiba2 ga bisa.,,Real,Nan,1.0,0.0
5962,"barangnya sesuai, eks aman. tapi sayangnya, kemasan prduknya ada yg cacat. jadi pas di pincet keluar lewat bawah, bukan lewat tutup.. 🥲 pengecekan produk lebih detail h...","barangnya sesuai, eks aman. tapi sayangnya, kemasan prduknya ada yg cacat. jadi pas di pincet keluar lewat bawah, bukan lewat tutup.. 🥲 pengecekan produk lebih detail h...",,Real,Nan,1.0,0.0
5162,produk dengan kualitas yang baik next time beli lagi karna harganya murah tapi kualitas produknya ngak murahan,produk dengan kualitas yang baik next time beli lagi karna harganya murah tapi kualitas produknya ngak murahan,,Real,Nan,1.0,0.0
5563,"the bestt serum sii inii, awalnya cuma coba coba aja karna bekas jerawat kemerahan aku susah banget buat ilang, pas nyoba inii lumayan ngaruh banget sih, ini yang ke dua...","the bestt serum sii inii, awalnya cuma coba coba aja karna bekas jerawat kemerahan aku susah banget buat ilang, pas nyoba inii lumayan ngaruh banget sih, ini yang ke dua...",,Real,Nan,1.0,0.0
6664,gloglowing dosis 3 paket perawatan kulit untuk mengatasi jerawat dan mencerahkan wajah,gloglowing dosis 3 paket perawatan kulit untuk mengatasi jerawat dan mencerahkan wajah,,Real,Nan,1.0,0.0
2907,"bagus, datangnya tidak terlalu lama dan dalam kondisi bagus","bagus, datangnya tidak terlalu lama dan dalam kondisi bagus",,Real,Nan,1.0,0.0
5644,pembelian kedua karena emang cocok bikin muka cerahan,pembelian kedua karena emang cocok bikin muka cerahan,,Real,Nan,1.0,0.0
4591,barang cepeeet sampai sesuai pesanaan manteep dh,barang cepeeet sampai sesuai pesanaan manteep dh,,Real,Nan,1.0,0.0
6267,w beli milk cleanser 200ml dikasi 100ml,w beli milk cleanser 200ml dikasi 100ml,,Real,Nan,1.0,0.0
7223,"kak, kok casan nya gak bisa masuk ya? di spiker & mik nya🤭","kak, kok casan nya gak bisa masuk ya? di spiker & mik nya🤭",,Real,Nan,1.0,0.0
3496,"cepat,aman,dan barang 100% legitttt","cepat,aman,dan barang 100% legitttt",,Fake,Nan,0.95,7.28
4285,"beli 2 yang satunya dikirim rongsokan udah mah ga bisa nutup ga bisa hidup pula, tolong perbaiki","beli 2 yang satunya dikirim rongsokan udah mah ga bisa nutup ga bisa hidup pula, tolong perbaiki",,Real,Nan,1.0,0.0
5300,pesann sdh saya trima dan asli brangnya krn hasil dri war dgn bgtu byk pembeli lain di live dokter skincare dan akhirnya berhasil jg dptnya 😄🤗🙏,pesann sdh saya trima dan asli brangnya krn hasil dri war dgn bgtu byk pembeli lain di live dokter skincare dan akhirnya berhasil jg dptnya 😄🤗🙏,,Real,Nan,1.0,0.0
2294,"fitnya cocok di badan saya yang berisi. untuk kualitasnya sendiri serasa ada downgrade dari varian oversize yg pernah saya beli dulu, kainnya lebih tipis dan kasar, mungk...","fitnya cocok di badan saya yang berisi. untuk kualitasnya sendiri serasa ada downgrade dari varian oversize yg pernah saya beli dulu, kainnya lebih tipis dan kasar, mungk...",,Real,Nan,1.0,0.0
6581,cepet bgt dtangnya sukses selalu ya seller makasih mamang kurir juga,cepet bgt dtangnya sukses selalu ya seller makasih mamang kurir juga,,Real,Nan,1.0,0.0
3140,"bublewrapnya tuebel amat, jadinya produk super aman 👍👍👍","bublewrapnya tuebel amat, jadinya produk super aman 👍👍👍",,Real,Nan,1.0,0.0
5118,alhamdulillah setelah ngewar di livenya dosen skincare akhirnya dapettttttt jugaa. semoga cocok pake serum ini,alhamdulillah setelah ngewar di livenya dosen skincare akhirnya dapettttttt jugaa. semoga cocok pake serum ini,,Fake,Nan,0.95,8.61
6124,"cepattttty bngeeeeeeeeeeeet sampe,, packingnya jga bagus dan aman. hargaaaaaaaaaaaaaaaaaaaaaaaaaanya jga bguuuuuuuuuuuuuuuuuuuss. makasihyaaaaaa.... rekomendasi deh beli...","cepattttty bngeeeeeeeeeeeet sampe,, packingnya jga bagus dan aman. hargaaaaaaaaaaaaaaaaaaaaaaaaaanya jga bguuuuuuuuuuuuuuuuuuuss. makasihyaaaaaa.... rekomendasi deh beli...",,Fake,Nan,0.95,9.99
3809,"untuk produk oke overall, moga2 awet yah pemakaian lama, baru bisa bilang baguss","untuk produk oke overall, moga2 awet yah pemakaian lama, baru bisa bilang baguss",,Real,Nan,1.0,0.0
6457,"suka banget aku jalan 2 paket udah ada perubahan, bakal langganan sihh 💕","suka banget aku jalan 2 paket udah ada perubahan, bakal langganan sihh 💕",,Real,Nan,1.0,0.0
5671,sedikit penyok walaupun sudah bublewrap dan kardus. tapi tetap aman,sedikit penyok walaupun sudah bublewrap dan kardus. tapi tetap aman,,Real,Nan,1.0,0.0
6846,"barang sdh sampe sesuai pesanan,suara nya bagus bangat.","barang sdh sampe sesuai pesanan,suara nya bagus bangat.",,Real,Nan,1.0,0.0
3017,aplikator mudah dipakai. desainnya elegan 🌟.,aplikator mudah dipakai. desainnya elegan 🌟.,,Real,Nan,1.0,0.0
6708,wih bgs bngtt udh ke 3 kalinya emng the beast 😍😍👍👍,wih bgs bngtt udh ke 3 kalinya emng the beast 😍😍👍👍,,Real,Nan,1.0,0.0
2013,"mantap lah, buat ngepasin harga wkwk","mantap lah, buat ngepasin harga wkwk",,Real,Nan,1.0,0.0
2687,"barang sudah diterima dengan baik, dan sudah digunakan, sangat nyaman, membantu kulit ku yg acne prone, sudah jauh mendingan, dan meratakan warna kulit juga","barang sudah diterima dengan baik, dan sudah digunakan, sangat nyaman, membantu kulit ku yg acne prone, sudah jauh mendingan, dan meratakan warna kulit juga",,Real,Nan,1.0,0.0
3646,"packing luar biasa aman, padahal pengiriman instan tapi keamanan tetap dijaga sama toko ya. terima kasih","packing luar biasa aman, padahal pengiriman instan tapi keamanan tetap dijaga sama toko ya. terima kasih",,Real,Nan,1.0,0.0
6037,"barang sudah sampai dengan selamat , tidak ada kerusakan","barang sudah sampai dengan selamat , tidak ada kerusakan",,Real,Nan,1.0,0.0
2713,sudah pernah beli sebelumnya dan cocok semoga sekarang masih cocok di kulit,sudah pernah beli sebelumnya dan cocok semoga sekarang masih cocok di kulit,,Real,Nan,1.0,0.0
7011,mic tidak bisa hidup di cas jga gk bisa,mic tidak bisa hidup di cas jga gk bisa,,Real,Nan,1.0,0.0
3745,sip,sip,,Fake,Nan,0.95,7.25
4473,barang datang dalam keadaan lecet seperti barang habis pakai tolong di kasih plastik dalamnya seperti warna biru,barang datang dalam keadaan lecet seperti barang habis pakai tolong di kasih plastik dalamnya seperti warna biru,,Real,Nan,1.0,0.0
4968,pesanan sudah diterima dg baik dan sudah jdi langganan krn sebagus itu productnya.. pkoknya klian hrus coba ga bkal nyesel deh 👍👍👍,pesanan sudah diterima dg baik dan sudah jdi langganan krn sebagus itu productnya.. pkoknya klian hrus coba ga bkal nyesel deh 👍👍👍,,Real,Nan,1.0,0.0
4298,kecewa banget ka yng datang bukan headset malah busa😭😭,kecewa banget ka yng datang bukan headset malah busa😭😭,,Real,Nan,1.0,0.0
3818,"terima kasih, paket diterima dg baik, cukup ringan, nyaman dipake, masih blm dicoba fitur"" nya","terima kasih, paket diterima dg baik, cukup ringan, nyaman dipake, masih blm dicoba fitur"" nya",,Real,Nan,1.0,0.0
6617,"udah co yng ke 2 x,kemarin baru nyoba yng basik,sekarang pakai yng 1paket...insya allah bakal langganan terus...","udah co yng ke 2 x,kemarin baru nyoba yng basik,sekarang pakai yng 1paket...insya allah bakal langganan terus...",,Real,Nan,1.0,0.0
3350,love it. saya pakai selama 2 minggu. jerawat besar mengering. bekas2 jerawat lama juga memudar.,love it. saya pakai selama 2 minggu. jerawat besar mengering. bekas2 jerawat lama juga memudar.,,Real,Nan,1.0,0.0
5098,"paket udah ada sedikit di buka kecil seperti kaya di video terus inisiatif buat rekam krna kok ringan sedangkan aku pesannya 2, ternyata benar pas buka isinya cuman 1, mi...","paket udah ada sedikit di buka kecil seperti kaya di video terus inisiatif buat rekam krna kok ringan sedangkan aku pesannya 2, ternyata benar pas buka isinya cuman 1, mi...",,Real,Nan,1.0,0.0
2226,barang nyampek dengan baik kain nya lembur adem nyaman dipakai ukuran nya alhamdulillah pass👍,barang nyampek dengan baik kain nya lembur adem nyaman dipakai ukuran nya alhamdulillah pass👍,,Real,Nan,1.0,0.0
4200,kejernihan lensa: jernih juga suara nya cuma hrus hati megangnyaa tkut ke pencet di bwahnya kualitas pengerjaan: bagus,kejernihan lensa: jernih juga suara nya cuma hrus hati megangnyaa tkut ke pencet di bwahnya kualitas pengerjaan: bagus,,Real,Nan,1.0,0.0
6081,"bagus gk whitecas, dan gk bikin kulit kusam","bagus gk whitecas, dan gk bikin kulit kusam",,Real,Nan,1.0,0.0
6147,"barang telah d terima,pengiriman cepat,sesuai deskripsi","barang telah d terima,pengiriman cepat,sesuai deskripsi",,Real,Nan,1.0,0.0
6102,"entah udh brp byk bli produk ini, cocok bt sndiri n anak","entah udh brp byk bli produk ini, cocok bt sndiri n anak",,Real,Nan,1.0,0.0
4691,active noise cancelling alias suara peredam bisa fungsi. good fitur,active noise cancelling alias suara peredam bisa fungsi. good fitur,,Real,Nan,1.0,0.0
5541,bahan: bau obat manfaat produk: buat jerawat dan bekas jerawat bisa mutihin juga jenis kulit: berjerawat dan flek hitam mantap original baguss,bahan: bau obat manfaat produk: buat jerawat dan bekas jerawat bisa mutihin juga jenis kulit: berjerawat dan flek hitam mantap original baguss,,Real,Nan,1.0,0.0
4770,kualitas pengerjaan: bagus bahan: bagus perakitan: bagus,kualitas pengerjaan: bagus bahan: bagus perakitan: bagus,,Real,Nan,1.0,0.0
6621,"baru sampai . pertama kali pake ini,semoga hasil nya bagus ...","baru sampai . pertama kali pake ini,semoga hasil nya bagus ...",,Real,Nan,1.0,0.0
3178,beli disini alhamdulillah selalu ori makasii,beli disini alhamdulillah selalu ori makasii,,Real,Nan,1.0,0.0
4459,bagussssssssssssssssssssssssss bangetttttttttttttttttttttttttt,bagussssssssssssssssssssssssss bangetttttttttttttttttttttttttt,,Fake,Nan,0.95,11.21
3003,barangnya ori puas blanja dsni pkoknya,barangnya ori puas blanja dsni pkoknya,,Real,Nan,1.0,0.0
7784,alhamdulilah barang sudah di pasang bagus👍makasi bos,alhamdulilah barang sudah di pasang bagus👍makasi bos,,Real,Nan,1.0,0.0
5505,sangat bagus buat menghilangkan bekas jerawat & mencerahkan kulit,sangat bagus buat menghilangkan bekas jerawat & mencerahkan kulit,,Real,Nan,1.0,0.0
2839,"pengiriman cepat, packing aman, dan barang ori. thanks seller.","pengiriman cepat, packing aman, dan barang ori. thanks seller.",,Real,Nan,1.0,0.0
5862,memang gacor produk glow bomb ini udh jadi langganan saya🤩,memang gacor produk glow bomb ini udh jadi langganan saya🤩,,Real,Nan,1.0,0.0
7106,"barang nya sudah sampai, barang nya bagus , gaada yang rusak sama sekali , dan pengiriman nya cepat , salut sama yang jual ini 🙏🏻👍🏻👍🏻","barang nya sudah sampai, barang nya bagus , gaada yang rusak sama sekali , dan pengiriman nya cepat , salut sama yang jual ini 🙏🏻👍🏻👍🏻",,Real,Nan,1.0,0.0
3634,"lorem ipsum dolor sit amet, consectetur adipiscing elit. cras sodales sapien quis augue tempor sagittis. suspendisse potenti. sed accumsan velit et nunc hendrerit, vitae...","lorem ipsum dolor sit amet, consectetur adipiscing elit. cras sodales sapien quis augue tempor sagittis. suspendisse potenti. sed accumsan velit et nunc hendrerit, vitae...",,Real,Nan,1.0,0.0
6969,gimana ni paket baru datang udh di cas jugak gak bisa hidup musik dan mic nya kalau rusak jangan di jual lhaaa bozz bener bener nyeles belik di toko ini,gimana ni paket baru datang udh di cas jugak gak bisa hidup musik dan mic nya kalau rusak jangan di jual lhaaa bozz bener bener nyeles belik di toko ini,,Real,Nan,1.0,0.0
