id,original_text,text_final,ulasan_cleaned,decision,Label,confidence,suspicion_score
2213,mirip si tapi kek 11 12 kurang tebel dikit aja ai,mirip si tapi kek 11 12 kurang tebel dikit aja ai,,Real,Nan,0.8,2.0
2219,bahan halus nyaman juga di pake tpi sayang agak kecewa sedikit karna ada yg lecet,bahan halus nyaman juga di pake tpi sayang agak kecewa sedikit karna ada yg lecet,,Real,Nan,0.8,2.0
2236,"bahannya lumayan lah tapi kecewa aku pesannya l malah di kirim xl, udah bajunya sampe lama ehh udh sampe slh ukuran pula","bahannya lumayan lah tapi kecewa aku pesannya l malah di kirim xl, udah bajunya sampe lama ehh udh sampe slh ukuran pula",,Real,Nan,0.8,2.0
2242,bagus nyaman dipakai semoga awet dipakai terimakasih,bagus nyaman dipakai semoga awet dipakai terimakasih,,Fake,Nan,0.805,4.11
2271,"bahannya alus banget enak dipake, bahannya adem, semoga awet","bahannya alus banget enak dipake, bahannya adem, semoga awet",,Fake,Nan,0.808,4.17
2281,"kemasan produk bagus,tampilan kemasan juga bagus,cuman sayangnya bahan kain yg digunakan agak asing dibadan ,atau memang saya yg kurang faham jenis kain ,gatau dech,untuk...","kemasan produk bagus,tampilan kemasan juga bagus,cuman sayangnya bahan kain yg digunakan agak asing dibadan ,atau memang saya yg kurang faham jenis kain ,gatau dech,untuk...",,Real,Nan,0.8,2.0
2333,bahan adem ukuran sesuai tapi sepertinya warnanya tidak sesuai pesanan🥲,bahan adem ukuran sesuai tapi sepertinya warnanya tidak sesuai pesanan🥲,,Real,Nan,0.8,2.0
2339,modelnya keren berat badan 75kg tinggi badan 170 pakai ukuran m pas dan nyaman bahan lembut dan adem semoga awet dan tdk cepat berubah warnanya,modelnya keren berat badan 75kg tinggi badan 170 pakai ukuran m pas dan nyaman bahan lembut dan adem semoga awet dan tdk cepat berubah warnanya,,Fake,Nan,0.804,4.07
2365,"amanah ni , real pic ,,, penjual fast respon ,, kurirnya baik pelayanan antar cepat sampai … mantabb 👍","amanah ni , real pic ,,, penjual fast respon ,, kurirnya baik pelayanan antar cepat sampai … mantabb 👍",,Fake,Nan,0.786,3.72
2369,"bahannya lumayan nyaman, fitting slim size bagus, harga terjangkau. minus, fitting bagian kerah terlalu sesak. jadi tidak nyaman dipakai. andaikan bagian leher dilongga...","bahannya lumayan nyaman, fitting slim size bagus, harga terjangkau. minus, fitting bagian kerah terlalu sesak. jadi tidak nyaman dipakai. andaikan bagian leher dilongga...",,Real,Nan,0.715,2.85
2380,no void mind aezy selalu memuaskan tiada kecewa dengan kualitas bahan,no void mind aezy selalu memuaskan tiada kecewa dengan kualitas bahan,,Real,Nan,0.8,2.0
2394,"kualitas bagus, sesuai deskripsi, semoga awet","kualitas bagus, sesuai deskripsi, semoga awet",,Fake,Nan,0.819,4.37
2413,"okee banget pokoknya, ini pembelian kedua setelah beli yang model oversize. kali ini yang reguler fit semoga cocok. terima kasih no void minds","okee banget pokoknya, ini pembelian kedua setelah beli yang model oversize. kali ini yang reguler fit semoga cocok. terima kasih no void minds",,Fake,Nan,0.818,4.36
2429,"ok, belum dipake, semoga bikin nyaman. thankyou","ok, belum dipake, semoga bikin nyaman. thankyou",,Fake,Nan,0.812,4.25
2442,"saya beli oatmeal tapi yang dateng seperti nya tidak sesuai sama foto, sy tidak tau ini oatmeal benar atau emng clay","saya beli oatmeal tapi yang dateng seperti nya tidak sesuai sama foto, sy tidak tau ini oatmeal benar atau emng clay",,Real,Nan,0.8,2.0
2456,"bahan nya bagus adem josss, beli 60pcs ga ada yang kurang","bahan nya bagus adem josss, beli 60pcs ga ada yang kurang",,Real,Nan,0.8,2.0
2460,"ga kecewa deh... udah sekian kalinya beli, bagus bahan nyaman dan keren dah.","ga kecewa deh... udah sekian kalinya beli, bagus bahan nyaman dan keren dah.",,Real,Nan,0.8,2.0
2486,"barang, warna, ukuran sesuai. pengiriman sangat cepat","barang, warna, ukuran sesuai. pengiriman sangat cepat",,Fake,Nan,0.759,3.19
2524,"kualitas top dah, lembut di kulit. semoga awet","kualitas top dah, lembut di kulit. semoga awet",,Fake,Nan,0.81,4.19
2555,bagus ga kecewa udh kedua kalinya beli dsni,bagus ga kecewa udh kedua kalinya beli dsni,,Real,Nan,0.8,2.0
2558,pertama kali beli product ini semoga cocok,pertama kali beli product ini semoga cocok,,Fake,Nan,0.791,3.83
2575,oke bagus .. barang sudah diterima dan sesuai tapi belum dicoba,oke bagus .. barang sudah diterima dan sesuai tapi belum dicoba,,Fake,Nan,0.818,4.36
2610,alhamdulillah paketnya sdh sampai .. pengirimannya cepat pekingnya rapi banget .. semoga cocok ..,alhamdulillah paketnya sdh sampai .. pengirimannya cepat pekingnya rapi banget .. semoga cocok ..,,Fake,Nan,0.796,3.93
2617,perfect kemasannya. produk original. senoga cocok. terbaik.,perfect kemasannya. produk original. senoga cocok. terbaik.,,Fake,Nan,0.753,3.06
2618,tipe kulitku berminyak tipe kulitku sensitif dan berjerawat. semoga cocok ya br mau nyoba... the ordinary yg udah teruji...,tipe kulitku berminyak tipe kulitku sensitif dan berjerawat. semoga cocok ya br mau nyoba... the ordinary yg udah teruji...,,Fake,Nan,0.812,4.24
2620,saya baru akan mencoba untuk kulit sy yg sensitif pengiriman cepat produk original,saya baru akan mencoba untuk kulit sy yg sensitif pengiriman cepat produk original,,Fake,Nan,0.753,3.06
2624,udah sering beli di sini dan tidak permah mengecewakan :),udah sering beli di sini dan tidak permah mengecewakan :),,Real,Nan,0.8,2.0
2632,"produk original, sudah beli berulang kali disini, packaging rapi , bubblewrap tebal dan aman","produk original, sudah beli berulang kali disini, packaging rapi , bubblewrap tebal dan aman",,Real,Nan,0.72,2.8
2642,"packing sangat aman. belum dicoba. sepertinya asli. maaf, gak ada foto, gak bisa diupload","packing sangat aman. belum dicoba. sepertinya asli. maaf, gak ada foto, gak bisa diupload",,Fake,Nan,0.826,4.52
2654,repeat order kesekian kali. trusted 100%. kalau di aku cocok banget serum ini dan ga pernah berefek kurang enak,repeat order kesekian kali. trusted 100%. kalau di aku cocok banget serum ini dan ga pernah berefek kurang enak,,Real,Nan,0.8,2.0
2662,belum dicoba. pertama kali menggunakan the ordinary. barangnya asli,belum dicoba. pertama kali menggunakan the ordinary. barangnya asli,,Fake,Nan,0.786,3.73
2664,"jujur ini firat time pake serum ini karena tiap hari bakal pake make up terus, jd berharap malemnya kulit dapet nutrisi. semoga cocok. anyway semua aman, packaging rapi,...","jujur ini firat time pake serum ini karena tiap hari bakal pake make up terus, jd berharap malemnya kulit dapet nutrisi. semoga cocok. anyway semua aman, packaging rapi,...",,Fake,Nan,0.813,4.26
2666,"first time buyer, barang tembus barcode. semoga cocok.","first time buyer, barang tembus barcode. semoga cocok.",,Fake,Nan,0.786,3.72
2689,seller responsif…pengiriman sesuai jadwal….produk baru d terima dan semoga cocok d kulit sensitifku,seller responsif…pengiriman sesuai jadwal….produk baru d terima dan semoga cocok d kulit sensitifku,,Fake,Nan,0.807,4.15
2711,produk sangat bagus dan highly recommended. seller juga cepat dalam memproses orderan.,produk sangat bagus dan highly recommended. seller juga cepat dalam memproses orderan.,,Fake,Nan,0.758,3.16
2722,pembelian pertama kalinya. setelah bolak balik baca review akhirnya chek out. packing aman. fast delivery. semoga cocok dimuka.,pembelian pertama kalinya. setelah bolak balik baca review akhirnya chek out. packing aman. fast delivery. semoga cocok dimuka.,,Fake,Nan,0.793,3.85
2757,muka yg banyak minyaknya langsung hilang. enak dipakai. semoga cocok dalam jangka waktu lama.,muka yg banyak minyaknya langsung hilang. enak dipakai. semoga cocok dalam jangka waktu lama.,,Fake,Nan,0.801,4.03
2768,"pengiriman cepat, nyobain pertama semoga cocok","pengiriman cepat, nyobain pertama semoga cocok",,Fake,Nan,0.813,4.27
2780,belanja d toko ini dh kesekian x ny gk pernah mengecewakan poko ny rekomended dech top banget,belanja d toko ini dh kesekian x ny gk pernah mengecewakan poko ny rekomended dech top banget,,Real,Nan,0.8,2.0
2788,packing sangat aman. semoga cocok di kulit saya,packing sangat aman. semoga cocok di kulit saya,,Fake,Nan,0.806,4.11
2789,"barang sampai dengan selamat, semoga cocok ya, baru pertamakali pakai soalnya..","barang sampai dengan selamat, semoga cocok ya, baru pertamakali pakai soalnya..",,Fake,Nan,0.789,3.78
2801,"barang kondisi baik, cek barcode ada. pake buble juga ngirimnya. tapi asli atau tidaknya kurang tau. semoga asli","barang kondisi baik, cek barcode ada. pake buble juga ngirimnya. tapi asli atau tidaknya kurang tau. semoga asli",,Real,Nan,0.8,2.0
2814,repurchase lagi. emang produk original. respond cepat packing aman 👍,repurchase lagi. emang produk original. respond cepat packing aman 👍,,Real,Nan,0.714,2.86
2815,"ngga pernah mengecewakan, udh sering bgt langganan di sini. produk ori, packing aman, pengirimannya cepet bgt! thank you.","ngga pernah mengecewakan, udh sering bgt langganan di sini. produk ori, packing aman, pengirimannya cepet bgt! thank you.",,Real,Nan,0.8,2.0
2816,sudah berlangganan ditoko ini produk original 100%asli terimakasih proses pesanan cepat.,sudah berlangganan ditoko ini produk original 100%asli terimakasih proses pesanan cepat.,,Real,Nan,0.705,2.95
2823,pembelian sekian kalinya. packing super aman.,pembelian sekian kalinya. packing super aman.,,Fake,Nan,0.756,3.11
2826,"tipe kulitku kombinasi produk original, sudah cek barcodenya juga dapat diskon dari tokopedia jd lebih murah","tipe kulitku kombinasi produk original, sudah cek barcodenya juga dapat diskon dari tokopedia jd lebih murah",,Fake,Nan,0.764,3.28
2857,"udh langganan dr dulu, barang ori ngga pernah mengecewakan. thanks seller!","udh langganan dr dulu, barang ori ngga pernah mengecewakan. thanks seller!",,Real,Nan,0.8,2.0
2871,"produk original, pengiriman aman dan cepat. terima kasih","produk original, pengiriman aman dan cepat. terima kasih",,Fake,Nan,0.757,3.14
2872,"packing rapi, pengiriman cepat, dan semoga cocok dipake ke kulitku","packing rapi, pengiriman cepat, dan semoga cocok dipake ke kulitku",,Fake,Nan,0.815,4.3
2875,alhamdulillah sudah sampai semoga cocok dikulit aku packing juga aman,alhamdulillah sudah sampai semoga cocok dikulit aku packing juga aman,,Fake,Nan,0.804,4.07
2890,"tipe kulitku kombinasi masalah kulitku pori besar. lumayan mencerahkan, habis ini mau beli yang copper peptide nya. semoga cocok. aamiin..","tipe kulitku kombinasi masalah kulitku pori besar. lumayan mencerahkan, habis ini mau beli yang copper peptide nya. semoga cocok. aamiin..",,Fake,Nan,0.799,3.97
2909,"barang original, thanks you seller! semoga cocok","barang original, thanks you seller! semoga cocok",,Fake,Nan,0.78,3.6
2932,"packing oke, pengiriman cepat, belum dicoba, semoga cocok","packing oke, pengiriman cepat, belum dicoba, semoga cocok",,Fake,Nan,0.819,4.38
2934,pesanan cepat sampainya. barang aman n ok. semoga cocok bismillah,pesanan cepat sampainya. barang aman n ok. semoga cocok bismillah,,Fake,Nan,0.801,4.02
2937,cocok dengan produk ini dan gak mengecewakan.. terimakasih 🙏🙏,cocok dengan produk ini dan gak mengecewakan.. terimakasih 🙏🙏,,Real,Nan,0.8,2.0
2939,"sudah repeat order di sini. kualitasnya sangat bagus, semoga cocok di kulit","sudah repeat order di sini. kualitasnya sangat bagus, semoga cocok di kulit",,Fake,Nan,0.8,4.0
2941,produk original,produk original,,Fake,Nan,0.789,3.78
2971,"pengiriman cepat, paket aman,belum coba semoga bagus dan cocok","pengiriman cepat, paket aman,belum coba semoga bagus dan cocok",,Fake,Nan,0.817,4.34
3005,langganan beli disini alhamdulillah tidak pernah mengecewakan👍🏻,langganan beli disini alhamdulillah tidak pernah mengecewakan👍🏻,,Real,Nan,0.8,2.0
3073,fast respon bingits luvv,fast respon bingits luvv,,Fake,Nan,0.802,4.04
3097,pengiriman cepat. tapi masih ragu ini produk original atau tidak. overall memuaskan.,pengiriman cepat. tapi masih ragu ini produk original atau tidak. overall memuaskan.,,Fake,Nan,0.782,3.64
3105,"penjual fast respon, pengiriman cepat, packing mantap..","penjual fast respon, pengiriman cepat, packing mantap..",,Fake,Nan,0.841,4.82
3109,"respon dan pengiriman cepat. baru coba pakai, semoga cocok. terima kasih🙏🏻😊","respon dan pengiriman cepat. baru coba pakai, semoga cocok. terima kasih🙏🏻😊",,Fake,Nan,0.805,4.1
3116,produk original. barcode terdeteksi. hanya saja terlihat seperti pernah digunakan.,produk original. barcode terdeteksi. hanya saja terlihat seperti pernah digunakan.,,Fake,Nan,0.764,3.28
3122,"kecewa barang palsu, dari tutup botol aja keliatan samam bau nya beda","kecewa barang palsu, dari tutup botol aja keliatan samam bau nya beda",,Real,Nan,0.8,2.0
3124,"packaging aman 🙏. proses pesanan cepat. packaging rapi. baru mau coba, semoga cocok","packaging aman 🙏. proses pesanan cepat. packaging rapi. baru mau coba, semoga cocok",,Fake,Nan,0.811,4.23
3134,produk original. pengemasan rapi. aman. thank you :),produk original. pengemasan rapi. aman. thank you :),,Fake,Nan,0.752,3.04
3138,"barang ori dan di kemas baik,semoga cocok","barang ori dan di kemas baik,semoga cocok",,Fake,Nan,0.81,4.2
3142,"bismillah setelah di cek original, semoga cocok","bismillah setelah di cek original, semoga cocok",,Fake,Nan,0.801,4.01
3152,"baru mau nyoba, blm tau hasilnya. tapi sudah sering belanja di toko ini. smua produk original.","baru mau nyoba, blm tau hasilnya. tapi sudah sering belanja di toko ini. smua produk original.",,Real,Nan,0.713,2.87
3155,"pertama kali beli dan coba, semoga cocok, sudah coba cek keaslian produk dgn cek barcodenya, dan asli.. thank youu seller nyampenya juga cepet..","pertama kali beli dan coba, semoga cocok, sudah coba cek keaslian produk dgn cek barcodenya, dan asli.. thank youu seller nyampenya juga cepet..",,Fake,Nan,0.807,4.15
3162,"barang sudah diterima, packing aman, semoga cocok serumnya. makasih","barang sudah diterima, packing aman, semoga cocok serumnya. makasih",,Fake,Nan,0.811,4.21
3170,"produk original, packingnya tebel, bakal belanja lg disini, makasiiihh","produk original, packingnya tebel, bakal belanja lg disini, makasiiihh",,Fake,Nan,0.75,3.01
3173,tenkyu.. packaging rapihh.. produk original..,tenkyu.. packaging rapihh.. produk original..,,Fake,Nan,0.809,4.17
3187,"packaging aman, fast response!","packaging aman, fast response!",,Fake,Nan,0.796,3.93
3206,"produk original, seller ramah dan responsif, packaging sangat aman. sukses selalu ya 😁","produk original, seller ramah dan responsif, packaging sangat aman. sukses selalu ya 😁",,Real,Nan,0.709,2.91
3207,"produk original, harga murah juga sellernya fast response, pertahankan. bintang lima juga selipin buat ekspedisinya","produk original, harga murah juga sellernya fast response, pertahankan. bintang lima juga selipin buat ekspedisinya",,Fake,Nan,0.826,4.52
3208,"produk original, respon penjual baik, barang cepat sampai walau pakai paket yang biasa.. good job!","produk original, respon penjual baik, barang cepat sampai walau pakai paket yang biasa.. good job!",,Real,Nan,0.703,2.97
3214,"udah ketiga kalinya order disini. selalu suka karna harganya lebih murah dari tempat lain, barang original, seller responsif dan pengirimannya cepat. recommended banget!","udah ketiga kalinya order disini. selalu suka karna harganya lebih murah dari tempat lain, barang original, seller responsif dan pengirimannya cepat. recommended banget!",,Real,Nan,0.703,2.97
3216,"seller responsif, produk original, packingnya rapi. sis, jual foundationnya dong 😁","seller responsif, produk original, packingnya rapi. sis, jual foundationnya dong 😁",,Real,Nan,0.715,2.85
3217,produk original respone cepat pengiriman tepat waktu baru dipake 2 kali dan berhasil mengkalemkan rombongan jerawat hormonal yang masih berkeliaran :'),produk original respone cepat pengiriman tepat waktu baru dipake 2 kali dan berhasil mengkalemkan rombongan jerawat hormonal yang masih berkeliaran :'),,Real,Nan,0.709,2.91
3218,produk asli. sama seperti produk to yang sebelumnya sudah pernah saya beli. tidak ada tanda2 produk palsu. recommended seller. harga bersahabat.,produk asli. sama seperti produk to yang sebelumnya sudah pernah saya beli. tidak ada tanda2 produk palsu. recommended seller. harga bersahabat.,,Real,Nan,0.729,2.71
3223,pengiriman sangat cepat dan produk sepertinya original,pengiriman sangat cepat dan produk sepertinya original,,Real,Nan,0.703,2.97
3229,respon penjual sangat cepat.. penggirimna pun cepat.. produk original..,respon penjual sangat cepat.. penggirimna pun cepat.. produk original..,,Real,Nan,0.723,2.77
3234,"respon cepat, packing bagus, produk original. mantap.","respon cepat, packing bagus, produk original. mantap.",,Fake,Nan,0.763,3.26
3244,"terima kasih, barangnya mendarat dengan sempurna, semoga cocok sama kulitku","terima kasih, barangnya mendarat dengan sempurna, semoga cocok sama kulitku",,Fake,Nan,0.805,4.1
3249,"fast response, fast delivery. recommended. sudah pakai ini setahun lebih dan belum pernah mengecewakan. bagus utk memudarkan bekas jerawat","fast response, fast delivery. recommended. sudah pakai ini setahun lebih dan belum pernah mengecewakan. bagus utk memudarkan bekas jerawat",,Fake,Nan,0.775,3.5
3261,"produk original, pengiriman cepat, packing rapih.","produk original, pengiriman cepat, packing rapih.",,Fake,Nan,0.761,3.22
3288,"barang sampai cepat sesuai yang di iklan, packing cukup rapi dan sepertinya aman... barang datang sesuai pesanan. untuk kualitas barang saya belum coba tapi mudah-mudahan...","barang sampai cepat sesuai yang di iklan, packing cukup rapi dan sepertinya aman... barang datang sesuai pesanan. untuk kualitas barang saya belum coba tapi mudah-mudahan...",,Fake,Nan,0.819,4.39
3301,"produknya original, semoga cocok digunakan di kulit sy","produknya original, semoga cocok digunakan di kulit sy",,Fake,Nan,0.799,3.99
3324,"barang ori, dan fast respon","barang ori, dan fast respon",,Fake,Nan,0.776,3.51
3325,"barang sampai, semoga cocok di kulit","barang sampai, semoga cocok di kulit",,Fake,Nan,0.811,4.23
3327,"terima kasih, pengiriman cepat, produk original.","terima kasih, pengiriman cepat, produk original.",,Fake,Nan,0.759,3.17
3368,ori.. selalu beli dsini.. packing super aman...,ori.. selalu beli dsini.. packing super aman...,,Fake,Nan,0.751,3.02
3377,"sampai dengan selamat dan aman, packing nya rapih banget dan aku baru nyoba produknya semoga cocok biar bisa order trus. 👌👌","sampai dengan selamat dan aman, packing nya rapih banget dan aku baru nyoba produknya semoga cocok biar bisa order trus. 👌👌",,Fake,Nan,0.8,3.99
3395,"packing rapi dan pengiriman cepat. baru coba lihat review the ordinary bgus bgt, semoga cocok.","packing rapi dan pengiriman cepat. baru coba lihat review the ordinary bgus bgt, semoga cocok.",,Fake,Nan,0.825,4.49
3410,baru pake sebulan.so far flek berkurang.tq,baru pake sebulan.so far flek berkurang.tq,,Real,Nan,0.8,2.0
3412,belum dipakai tetapi mudah2an ramuan ini dapat menyamarkan noda bekas jerawat pada wajah serta menyeimbangkan kadar sebum pada wajah.,belum dipakai tetapi mudah2an ramuan ini dapat menyamarkan noda bekas jerawat pada wajah serta menyeimbangkan kadar sebum pada wajah.,,Fake,Nan,0.808,4.15
3413,"ok banget sesuai pesanan,cepat sampenya,semoga cocok","ok banget sesuai pesanan,cepat sampenya,semoga cocok",,Fake,Nan,0.81,4.2
3428,pengiriman cepat.. packing nya aman.. blm pake sih produknya.. mudah2an cucok ya..,pengiriman cepat.. packing nya aman.. blm pake sih produknya.. mudah2an cucok ya..,,Fake,Nan,0.803,4.05
3429,semoga cocok di kulit dan memberi efek positif desainnya elegan 🌟,semoga cocok di kulit dan memberi efek positif desainnya elegan 🌟,,Fake,Nan,0.809,4.19
3434,pengiriman cepat dan produk original,pengiriman cepat dan produk original,,Fake,Nan,0.807,4.14
3446,"produk original, pengiriman cepat","produk original, pengiriman cepat",,Fake,Nan,0.804,4.08
3447,"barang diterima tanpa ada kekurangan, terima kasih banyak, semoga sukses selalu","barang diterima tanpa ada kekurangan, terima kasih banyak, semoga sukses selalu",,Real,Nan,0.8,2.0
3456,akhirnya nemuin produk original,akhirnya nemuin produk original,,Fake,Nan,0.79,3.79
3460,fast response dan barang sesuai,fast response dan barang sesuai,,Fake,Nan,0.793,3.86
3476,"respon seller cepat bgt, semoga cocok","respon seller cepat bgt, semoga cocok",,Fake,Nan,0.819,4.38
3488,"puas bgt deh , psen trs di kirim di hari yg sama , nyampe lngsung ke bdg kurang dr 24 jam, thanks ya smoga cocok 😆nanti langganan dsni trs","puas bgt deh , psen trs di kirim di hari yg sama , nyampe lngsung ke bdg kurang dr 24 jam, thanks ya smoga cocok 😆nanti langganan dsni trs",,Real,Nan,0.8,2.0
3490,fast respond. semoga serumnya cocok,fast respond. semoga serumnya cocok,,Fake,Nan,0.784,3.68
3492,packing & produk originall ! sukses terus,packing & produk originall ! sukses terus,,Fake,Nan,0.759,3.19
3493,fast respon..barang ori thx kak,fast respon..barang ori thx kak,,Fake,Nan,0.769,3.39
3519,"produk sangat bagus, recommented","produk sangat bagus, recommented",,Fake,Nan,0.81,4.19
3521,"serumnya sudah datang, mau coba nih.. semoga cocok","serumnya sudah datang, mau coba nih.. semoga cocok",,Fake,Nan,0.803,4.07
3550,barang diterima dengan baik semoga cocok,barang diterima dengan baik semoga cocok,,Fake,Nan,0.811,4.22
3563,"ori, fast response!","ori, fast response!",,Fake,Nan,0.778,3.55
3575,bagus dan fast respon,bagus dan fast respon,,Fake,Nan,0.79,3.81
3579,"fast respon, pengiriman cepat","fast respon, pengiriman cepat",,Fake,Nan,0.785,3.7
3580,produk original 👍🏻,produk original 👍🏻,,Fake,Nan,0.791,3.82
3588,thank you pesenan udh sampe tanpa kekurangan..,thank you pesenan udh sampe tanpa kekurangan..,,Real,Nan,0.8,2.0
3589,"fast respon,,, terima kasih","fast respon,,, terima kasih",,Fake,Nan,0.787,3.74
3615,"barang yang diterima bekerja dengan baik, warna sesuai dengan yang di pesam. hanya saja pengiriman dari gosend instan (3jam) kurang menyenangkan.","barang yang diterima bekerja dengan baik, warna sesuai dengan yang di pesam. hanya saja pengiriman dari gosend instan (3jam) kurang menyenangkan.",,Real,Nan,0.8,2.0
3636,barangnya bagus harga bersahabat seller cepat tanggap kurir gokil abis,barangnya bagus harga bersahabat seller cepat tanggap kurir gokil abis,,Fake,Nan,0.757,3.15
3656,"barang saya terima dg baik tanpa cacat, thx seller quality of work: semua fungsi hp berjalan dg baik, tanpa cacat, kamera bagus, kapasitas besar, semoga awet lens clarit...","barang saya terima dg baik tanpa cacat, thx seller quality of work: semua fungsi hp berjalan dg baik, tanpa cacat, kamera bagus, kapasitas besar, semoga awet lens clarit...",,Fake,Nan,0.802,4.05
3662,"mantap banget... garansi sampe 1/12/2026. ini toko recommended banget. harga murah, no tipu tipu.... puas banget","mantap banget... garansi sampe 1/12/2026. ini toko recommended banget. harga murah, no tipu tipu.... puas banget",,Fake,Nan,0.761,3.22
3666,"maaf krna kurang tebal, samping kotak tab nya peot","maaf krna kurang tebal, samping kotak tab nya peot",,Real,Nan,0.8,2.0
3673,"sesuai pesanan,packing aman,pengriman cepat,cuman blm test krn buat d jual lagi","sesuai pesanan,packing aman,pengriman cepat,cuman blm test krn buat d jual lagi",,Fake,Nan,0.817,4.34
3750,"performa: bagus kualitas pengerjaan: kuat performa sistem: multifungsi, lengkap pengiriman cepat, dapat harga pas lagi agak tinggi, semoga awet","performa: bagus kualitas pengerjaan: kuat performa sistem: multifungsi, lengkap pengiriman cepat, dapat harga pas lagi agak tinggi, semoga awet",,Fake,Nan,0.812,4.24
3752,"barangnya bagus,sesuai deskripsi, admin dan pengiriman sangat cepat.. mantab","barangnya bagus,sesuai deskripsi, admin dan pengiriman sangat cepat.. mantab",,Fake,Nan,0.759,3.19
3755,"untuk di harga segini kulaitas barang sangat bagus, hanya saja hitungan langkahnya kurang akurat ya, kebanyakan langkah","untuk di harga segini kulaitas barang sangat bagus, hanya saja hitungan langkahnya kurang akurat ya, kebanyakan langkah",,Real,Nan,0.8,2.0
3768,"alhamdulillah sesuai pesanan, semoga awet, cuma untuk pilihan bahasa indonesia nya enggk ada, pokok puas","alhamdulillah sesuai pesanan, semoga awet, cuma untuk pilihan bahasa indonesia nya enggk ada, pokok puas",,Fake,Nan,0.808,4.16
3779,"pengiriman sangat cepat dan dipacking aman sesuai permintaan.. bahan ringan, sesuai di tangan","pengiriman sangat cepat dan dipacking aman sesuai permintaan.. bahan ringan, sesuai di tangan",,Fake,Nan,0.762,3.25
3785,pengiriman cepat. barangnya bagus. semoga awet dan berfungsi dengan baik,pengiriman cepat. barangnya bagus. semoga awet dan berfungsi dengan baik,,Fake,Nan,0.81,4.2
3795,bagus dan sesuai deskripsi... semoga awet...,bagus dan sesuai deskripsi... semoga awet...,,Fake,Nan,0.816,4.32
3812,"mantap sekali kualitas nya, udah di pake kurang lebih seminggu an, batere masih sekitar 50% an dari kotak..","mantap sekali kualitas nya, udah di pake kurang lebih seminggu an, batere masih sekitar 50% an dari kotak..",,Real,Nan,0.8,2.0
3816,"performa: bagus performa sistem: ya bagus sejauh ini seminggu baru habis batre 20%,semoga awet jam nya..","performa: bagus performa sistem: ya bagus sejauh ini seminggu baru habis batre 20%,semoga awet jam nya..",,Fake,Nan,0.805,4.09
3827,"bagus, pas di tangan saya kecil. besok buat lari semoga awet","bagus, pas di tangan saya kecil. besok buat lari semoga awet",,Fake,Nan,0.811,4.22
